,company_brand,founded,headquarter,sector,what_it_does,investor,amount($),stage,year
1879,Avalon Labs,2017,Bangalore,FinTech,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.","Tanglin Ventures, Better Capital, Whiteboard Capital",3000000,Pre-series A,2021
1880,Betterhalf.ai,2016,Bangalore,Matrimony,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Y Combinator, Rehan A Khan",3000000,Pre-series A,2021
1881,Koo,2020,Bangalore,Social Media,Koo App operates as a microblogging app.,"Balaji Srinivasan, Naval Ravikant",30000000,Series B,2021
1882,Rezo.ai,2017,Noida,AI startup,Conversational AI platform - Innovate the way you communicate,"Devesh Sachdev, Bhavesh Manglani",3000000,Seed,2021
1883,Mentoria,2015,Mumbai,EdTech,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Pradeep K Jaisingh, Jayant Mehrotra",200000,Pre-series A,2021
1884,Cuvette Tech,2020,Bangalore,Human Resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Varun Alagh, Harish Daiya",1800000,Seed,2021
1885,Clensta,2016,New Delhi,BioTechnology,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,"IAN Fund, World Startup Factory",600000,Venture - Series Unknown,2021
1886,FarMart,2015,Gurugram,AgriTech,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Omidyar Network India, Avaana Capital",24000000,Pre-series A,2021
1887,Kodo Card,2019,Mumbai,FinTech,Kodo card is a corporate card for new economy businesses in India.,"Brex, Y-Combinator",8000000,Seed,2021
1888,Polygon,2017,Mumbai,Crypto,Polygon is a blockchain scalability platform.,"Mark Cuban, MiH Ventures",3000000,Venture - Series Unknown,2021
1889,Get My Parking,2015,New Delhi,Mobility,"Get My Parking, is a B2B Platform-as-a-Service company.","IvyCap Ventures, IAN Fund",6000000,Venture - Series Unknown,2021
1890,Cellestial,2019,Hyderabad,Electronics,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,"Gurj Aujla, Ashik K",500000,Pre-series A,2021
1891,FanCode,2019,Mumbai,Sports startup,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Dream Sports,50000000,Venture - Series Unknown,2021
1892,Jai Kisan,2017,Mumbai,FinTech,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"The Chatterjee Group, Prophetic Ventures",30000000,Series A,2021
1893,Plum,2019,Bangalore,Healthcare,High quality health insurance and health benefits,"Harsh Jain, Lalit Keshre",15000000,Series A,2021
1894,ThatMate,2019,Satara,Healthcare,ThatMate is a sexual and mental wellness app for teens.,"Supriya Kumari, Premanshu Singh",140000,Venture - Series Unknown,2021
1895,Klassroom,2016,Mumbai,EdTech,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Ah! Ventures,200000,Pre-series A,2021
1896,Convin,2019,Bangalore,SaaS startup,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"9Unicorns Accelerator Fund, Sunder Nookala",300000,Pre-seed,2021
1897,Mensa Brands,2021,Bangalore,Clothing,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.","Accel Partners, Falcon Edge Capital, Norwest Venture Partners",50000000,Series A,2021
1898,Disruptium,2021,Ahmadabad,Consulting,A consultancy platform for startups,Pravesh Mehta,200000,Venture - Series Unknown,2021
1899,MedTel Healthcare,2017,Orissia,Healthcare,An aggregator for Digital Health Clinics in low resource settings.,Venture Catalysts,5000000,Pre-series A,2021
1900,Pickright Technologies,2019,Bangalore,FinTech,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Gaurav Gupta, Vivek Srivatsav",200000,Venture - Series Unknown,2021
1901,Ingenium,2018,New Delhi,EdTech,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,Lead Angels,3000000,Seed,2021
1902,BharatPe,2018,New Delhi,FinTech,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Amplo, Insight Partners",6000000,Debt,2021
1903,RuleZero,2019,Bangalore,Tech Startup,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Induslaw, Reddy Futures",1000000,Seed,2021
1904,Rubix Data Sciences,2018,Mumbai,IT startup,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.","Edge Ventures, Elevation Capital",800000,Seed,2021
1905,Locobuzz,2011,Mumbai,Analytics,LocoBuzz is an analytics-based integrated marketing platform.,Yuj Ventures,4000000,Series A,2021
1906,We Founder Circle,2020,Mumbai,FinTech,"A global platform of founders for founders offering investment, network and business opportunities.",Geekster,2000000,Pre-seed,2021
1907,Haqdarshak,2015,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Manish Subramaniam, Upaya Social Ventures",800000,Pre-series A,2021
1908,Celcius,2020,Mumbai,Logistics,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,Eaglewings Ventures,3000000,Seed,2021
1909,Enthu.ai,2020,Chandigarh,AI startup,Enthu.AI operates as a conversation intelligence startup.,Appit Simple Infotek,200000,Venture - Series Unknown,2021
1910,Myelin Foundry,2019,Bangalore,AI startup,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",Beyond Next Ventures,1000000,Pre-series A,2021
1911,SuperOps.ai,2020,Chennai,AI startup,SuperOps.ai is an early stage startup in the MSP space.,"Ramakant Sharma, Elevation Capital",3000000,Seed,2021
1912,6Degree,2014,Mumbai,Retail,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,"Keiretsu Forum, SucSEED Venture Partners",1000000,Venture - Series Unknown,2021
1913,Teachmint,2020,Bangalore,EdTech,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Lightspeed India Partners, CM Ventures",16500000,Series A,2021
1914,Sarathi,2020,Jodhpur,Healthcare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Venture Catalysts,100000,Seed,2021
1915,Jidoka Technologies,2018,Chennai,Software,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Kalaari Capital,340000,Seed,2021
1916,Rapido,2015,Bangalore,Transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Skycatcher, Nexus Venture Partners",43000000,Series C,2021
1917,Byju's,2011,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Tiga Investments, Baron Capital",150000000,Venture - Series Unknown,2021
1918,ElasticRun,2015,Pune,E-commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Avataar Venture Partners, Kalaari Capital",75000000,Series D,2021
1919,Avail Finance,2017,Bangalore,FinTech,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Alteria Capital, Matrix Partners India",3000000,Debt,2021
1920,Nivesh,2016,Noida,FinTech,Nivesh.com is a mass market mutual funds investment platform.,"Raghav Kapur, Indian Angel Network",1600000,Pre-series A,2021
1921,Thingsup,2020,Pune,IoT platform,Thingsup is an Enterprise Grade IoT Platform.,GSF Accelerator,1000000,Venture - Series Unknown,2021
1922,Arthya Wealth and Investments,2020,Mumbai,FinTech,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.","Rishi Kumar Bagla, Krishen Lal Khanna",1000000,Pre-series A,2021
1923,Zepto,2021,Mumbai,E-commerce,Grocery delivery startup,"Glade Brook Capital, Nexus, Y Combinator",60000000,Venture - Series Unknown,2021
1924,Fi,2019,Bangalore,Financial Services,Fi is a neo bank.,"Capital Group, Falcon Edge",50000000,Series B,2021
1925,Kiko Live,2020,Gurugram,Commerce,Video-based social commerce startup,"Dinesh Agarwal, Amarjit Batra",1000000,Pre-series A,2021
1926,TurboHire,2019,Hyderabad,Computer software,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking","Arcilla, Samir Khosla",3000000,Venture - Series Unknown,2021
1927,The Hosteller,2015,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.","SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000,Pre-series A,2021
1928,SatSure,2017,Bangalore,Defense & Space,SatSure is an innovative decision analytics company,Baring PE India,3000000,Venture - Series Unknown,2021
1929,Ruptok Fintech,2020,New Delhi,Financial Services,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Manuvel Malabar Jewellers,2000000,Pre-series A,2021
1930,VilCart,2017,Bangalore,Retail,Vilcart's motto is sustainable rural development through stability for rural retailers.,NABVENTURES,2000000,Venture - Series Unknown,2021
1931,Dogsee Chew,2015,Bangalore,Food & Beverages,100% Natural Dog Treats.,Sixth Sense Ventures,7000000,Pre-series A,2021
1932,Advantage Club,2014,Gurugram,HR Tech,Advantage Club is India's largest employee engagement platform.,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",3300000,Pre-series A,2021
1933,TRDR,2020,Bangalore,Financial Services,TRDR is an all-new approach to investing.,"Kunal Shah, Snehal Fulzele",150000,Venture - Series Unknown,2021
1934,Zoomcar,2012,Bangalore,Mobility,Zoomcar holds the distinction of being India’s first personal mobility platform,SternAegis Ventures,92000000,Venture - Series Unknown,2021
1935,Leap India,2013,Mumbai,Logistics & Supply Chain,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",CDC Group,10000000,Venture - Series Unknown,2021
1936,SuperBottoms,2015,Mumbai,Consumer Goods,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,Alteria Capital,400000,Venture - Series Unknown,2021
1937,Cora Health,2020,Bangalore,"Health, Wellness & Fitness",Social commerce marketplace for everyday health and wellness.,Indian Angel Network,600000,Seed,2021
1938,Battery Smart,2019,New Delhi,Renewables & Environment,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,"Blume Ventures, Orios Ventures",7000000,Pre-series A,2021
1939,The Good Glamm Group,2021,Pune,Information Technology & Services,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Warburg Pincus﻿, Prosus Ventures",150000000,Series D,2021
1940,Mosaic Wellness,2019,Mumbai,"Health, Wellness & Fitness",A platform of digital first health clinics for men and women,Sequoia,24000000,Series A,2021
1941,CloudFiles,2020,Bangalore,SaaS startup,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",Titan Capital,300000,Pre-seed,2021
1942,The Viral Fever,2012,Mumbai,Entertainment,India's leading digital entertainment network.,Blacksoil,2000000,Venture - Series Unknown,2021
1943,Xpand,2021,New Delhi,Retail,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000,Pre-series A,2021
1944,Troo Good,2018,Hyderabad,E-commerce,An FMCG company selling nutritious products at an affordable price points.,Oaks Asset Management,7000000,Series A,2021
1945,Prodo,2021,New Delhi,Business Supplies & Equipment,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Titan Capital, LetsVenture",300000,Pre-seed,2021
1946,Unnati,2019,Noida,FinTech,Fintech powered digital agri ecosystem,"Incofin, NabVentures, Orios",7000000,Series A,2021
1947,Lysto,2021,Bangalore,NFT,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",BeeNext,3000000,Seed,2021
1948,WakeFit,2014,Bangalore,Furniture,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",SIG,20000000,Series C,2021
